n,time,memory,collisions,hash_calls,table_get,table_insert
1,0.00,2112,0,0,0,0
51,0.39,2368,0,0,0,0
101,1.45,2496,0,0,0,0
151,3.69,2624,0,0,0,0
201,6.00,2880,0,0,0,0
251,11.06,3168,0,0,0,0
