n,time,memory,collisions
100,0.03,3712,1
200,0.12,8064,5
300,0.30,14464,7
400,0.57,23384,10
500,0.99,34356,13
600,1.48,47936,17
700,2.18,63732,25
800,3.03,81768,33
900,4.10,102000,42
