n,time,memory,collisions
100,0.02,2304,0
200,0.10,2688,0
300,0.23,2944,0
400,0.41,3320,0
500,0.65,3640,0
600,1.00,3912,0
700,1.33,4164,0
800,1.83,4388,0
900,2.27,4744,0
