n,time,memory,collisions
100,0.02,2304,0
200,0.09,2560,0
300,0.22,2816,0
400,0.40,3056,0
500,0.65,3456,0
600,1.01,3716,0
700,1.35,3920,0
800,1.89,4188,0
900,2.42,4516,0
