n,time,r
1669,221355,4163
1670,343563,4163
1671,466552,4163
1672,338565,4163
1673,211140,4163
1674,276930,4163
1675,215536,4163
1676,332918,4163
1677,1675765,4165
1678,1619077,4183
1679,276250,4183
1680,764492,4183
1681,356110,4183
1682,907298,4212
1683,194918,4212
1684,229595,4212
1685,246929,4212
1686,586436,4212
1687,619952,4212
1688,191634,4212
1689,273866,4212
1690,191323,4212
1691,306111,4212
1692,224229,4212
1693,190291,4212
1694,334200,4212
1695,221144,4212
1696,339367,4212
1697,281367,4212
1698,237126,4212
1699,253809,4212
1700,538481,4212
1701,177474,4212
1702,341499,4212
1703,188509,4212
1704,312159,4212
1705,191914,4212
1706,302045,4212
1707,255061,4283
1708,224409,4283
1709,223528,4283
1710,218941,4283
1711,317867,4283
1712,953381,4283
1713,242083,4283
1714,240281,4283
1715,1250369,4283
1716,222246,4283
1717,208597,4283
1718,216168,4283
1719,336483,4283
1720,581710,4283
1721,277882,4283
1722,235724,4283
1723,206083,4283
1724,466031,4283
1725,193587,4283
1726,2691762,4374
1727,237887,4374
1728,202719,4374
1729,273776,4374
1730,726770,4374
1731,236355,4374
1732,194257,4374
1733,190211,4374
1734,315534,4374
1735,214585,4374
1736,269941,4374
1737,285322,4374
1738,197621,4374
1739,471698,4374
1740,262571,4374
1741,192415,4374
1742,274407,4374
1743,211110,4416
1744,272215,4416
1745,476055,4416
1746,437993,4416
1747,265245,4416
1748,188399,4416
1749,192946,4416
1750,254210,4416
1751,193516,4416
1752,356941,4416
1753,215396,4489
1754,749972,4489
1755,511754,4489
1756,195128,4489
1757,1200762,4489
1758,292582,4489
1759,274328,4489
1760,243846,4489
1761,317707,4489
1762,202819,4489
1763,736082,4489
1764,293784,4489
1765,734661,4489
1766,229756,4489
1767,757222,4489
1768,202849,4489
1769,287606,4489
1770,389085,4489
1771,302526,4489
1772,212162,4489
1773,305540,4489
1774,596280,4489
1775,298060,4489
1776,188539,4489
1777,199405,4489
1778,272234,4489
1779,226181,4489
1780,328342,4489
1781,703938,4489
1782,194768,4489
1783,412748,4489
1784,223467,4489
1785,262642,4489
1786,242613,4489
1787,442949,4489
1788,188369,4489
1789,211531,4489
1790,359535,4489
1791,212512,4489
1792,686054,4489
1793,269420,4489
1794,189020,4489
1795,984123,4489
1796,633241,4489
1797,314863,4489
1798,315003,4489
1799,258916,4489
1800,192055,4489
1801,333619,4489
1802,398017,4489
1803,291932,4489
1804,578185,4489
1805,190001,4489
1806,199153,4489
1807,190913,4525
1808,213253,4525
1809,224478,4525
1810,188459,4525
1811,217790,4525
1812,284471,4525
1813,636996,4525
1814,191163,4525
1815,212672,4525
1816,328932,4525
1817,229376,4525
1818,240901,4525
1819,196571,4525
1820,1095207,4525
1821,192895,4525
1822,572427,4525
1823,353707,4525
1824,384759,4525
1825,1759890,4525
1826,187929,4525
1827,193657,4525
1828,533644,4525
1829,436891,4525
1830,970525,4525
1831,211681,4525
1832,307723,4525
1833,359504,4525
1834,253349,4525
1835,433516,4525
1836,189781,4525
1837,328352,4525
1838,194037,4525
1839,229536,4525
1840,227783,4525
1841,347388,4525
1842,325808,4525
1843,189291,4525
1844,259397,4525
1845,243164,4525
1846,267438,4525
1847,311298,4525
1848,450920,4525
1849,408872,4525
1850,223818,4525
1851,385520,4525
1852,211361,4525
1853,316555,4525
1854,828489,4525
1855,191093,4525
1856,321002,4525
1857,224008,4525
1858,284421,4525
1859,277482,4525
1860,191744,4525
1861,184464,4525
1862,258395,4525
1863,292833,4525
1864,291882,4525
1865,190472,4525
1866,188519,4525
1867,202519,4525
1868,216207,4525
1869,212783,4525
1870,192635,4525
1871,294785,4525
1872,3149301,4525
1873,377139,4525
1874,227863,4525
1875,414681,4525
1876,473531,4525
1877,259818,4525
1878,221965,4525
1879,416302,4525
1880,282399,4525
1881,270271,4525
1882,319639,4525
1883,320911,4525
1884,664574,4525
1885,399679,4525
1886,221264,4525
1887,235654,4525
1888,388364,4525
1889,263252,4525
1890,612452,4525
1891,241322,4525
1892,334971,4525
1893,313581,4525
1894,209118,4525
1895,708164,4525
1896,247530,4525
1897,190522,4525
1898,191814,4525
1899,217359,4525
1900,183753,4525
1901,288908,4525
1902,406879,4525
1903,243955,4525
1904,220613,4525
1905,256202,4525
1906,191063,4525
1907,485318,4525
1908,188268,4525
1909,212803,4525
1910,274007,4525
1911,326119,4525
1912,416002,4525
1913,341960,4525
1914,816603,4525
1915,295887,4525
1916,182792,4525
1917,436390,4525
1918,184604,4525
1919,249853,4525
1920,251656,4525
1921,306802,4525
1922,191483,4525
1923,357611,4525
1924,22757006,4525
1925,287345,4525
1926,1370334,4642
1927,226712,4642
1928,210339,4642
1929,258896,4642
1930,278523,4642
1931,374475,4642
1932,320551,4642
1933,234042,4642
1934,1180714,4642
1935,212873,4642
1936,297690,4642
1937,215647,4642
1938,411356,4642
1939,215145,4642
1940,401642,4642
1941,2197943,4848
1942,1127720,4848
1943,217148,4848
1944,252548,4848
1945,187928,4848
1946,197461,4848
1947,334210,4848
1948,420098,4848
1949,254891,4848
1950,316325,4848
1951,229265,4848
1952,236115,4848
1953,190181,4848
1954,224649,4848
1955,838933,4848
1956,300673,4892
1957,294325,4892
1958,642063,4892
1959,211451,4892
1960,220133,4892
1961,197472,4892
1962,228885,4892
1963,245988,4892
1964,194868,4892
1965,519114,4892
1966,267999,4892
1967,485357,4892
1968,192575,4892
1969,595789,4894
1970,239430,4894
1971,666537,4894
1972,286033,4894
1973,217078,4894
1974,293373,4894
1975,210580,4894
1976,239099,4894
1977,364471,4894
1978,473211,4894
1979,295717,4894
1980,429110,4894
1981,231238,4894
1982,382045,4894
1983,185044,4894
1984,562774,4894
1985,376819,4894
1986,236415,4894
1987,241392,4894
1988,339327,4894
1989,433085,4894
1990,704399,4894
1991,371100,4894
1992,202279,4894
1993,382977,4894
1994,189490,4894
1995,828059,4894
1996,366825,4894
1997,215656,4894
1998,338716,4894
1999,246990,4894
2000,235304,4894
