n,time,memory,collisions,hash_calls
1,0.00,2048,0,0
2,0.00,2048,0,0
3,0.00,2176,0,0
4,0.00,2048,0,0
5,0.00,2176,0,0
6,0.02,2304,0,0
7,0.17,2176,0,0
8,1.10,2304,0,0
9,7.09,2304,0,0
10,36.09,2176,0,0
