n,time,memory,collisions,hash_calls,table_get,table_insert
100,0.03,2304,0,0,0,0
200,0.10,2688,0,0,0,0
300,0.23,3072,0,0,0,0
400,0.43,3452,0,0,0,0
500,0.70,3808,0,0,0,0
600,1.04,4152,0,0,0,0
700,1.45,4468,0,0,0,0
800,1.96,4724,0,0,0,0
900,2.52,5048,0,0,0,0
