n,time,fn
0,14,0
10,16,10
20,29,20
30,62,30
40,137,39
50,338,50
60,778,60
70,1509,66
80,3080,75
90,6276,85
100,24967,97
110,56903,108
120,128400,116
130,213899,124
140,293888,134
150,434214,146
