n,time,memory,collisions
13351,0.60,14704,0
13401,0.62,14628,0
13451,0.59,14692,0
13501,0.61,14756,0
13551,0.59,14732,0
13601,0.59,14704,0
13651,0.58,14688,0
13701,0.60,14568,0
13751,0.64,14536,0
13801,0.63,14556,0
13851,0.63,14480,0
13901,0.63,14652,0
13951,0.66,14528,0
14001,0.63,14568,0
14051,0.66,14608,0
14101,0.66,14476,0
14151,0.70,14696,0
14201,0.69,14564,0
14251,0.67,14620,0
14301,0.72,14584,0
14351,0.68,14548,0
14401,0.68,14692,0
14451,0.71,14688,0
14501,0.74,14848,0
14551,0.69,14944,0
14601,0.70,14928,0
14651,0.71,15520,0
14701,0.71,15268,0
14751,0.70,15448,0
14801,0.72,15444,0
14851,0.71,15492,0
14901,0.74,15580,0
14951,0.74,15420,0
15001,0.73,15464,0
15051,0.72,15572,0
15101,0.72,15572,0
15151,0.78,15320,0
15201,0.75,15308,0
15251,0.73,15564,0
15301,0.77,15488,0
15351,0.78,15344,0
15401,0.77,15608,0
15451,0.77,15440,0
15501,0.77,15560,0
15551,0.78,15576,0
15601,0.82,15436,0
15651,0.82,15384,0
15701,0.80,15452,0
15751,0.81,15112,0
15801,0.80,15520,0
15851,0.79,15560,0
15901,0.79,15452,0
15951,0.79,15572,0
16001,0.81,15484,0
16051,0.82,15308,0
16101,0.82,15576,0
16151,0.85,15444,0
16201,0.85,15668,0
16251,0.85,15620,0
16301,0.83,15788,0
16351,0.86,15760,0
16401,0.83,16576,0
16451,0.84,16344,0
16501,0.90,16208,0
16551,0.89,16564,0
16601,0.87,16564,0
16651,0.90,16160,0
16701,0.91,16416,0
16751,0.92,16564,0
16801,0.90,16564,0
16851,0.87,16548,0
16901,0.87,16548,0
16951,0.91,16568,0
17001,0.88,16572,0
17051,0.93,16356,0
17101,0.94,16432,0
17151,0.96,16624,0
17201,0.94,16308,0
17251,0.98,16480,0
17301,0.97,16368,0
17351,0.96,16564,0
17401,0.97,16652,0
17451,0.99,16436,0
17501,0.96,16524,0
17551,0.97,16540,0
17601,1.00,16440,0
17651,1.00,16500,0
17701,1.01,16560,0
17751,0.99,16284,0
17801,1.06,16300,0
17851,1.01,16388,0
17901,1.05,16612,0
17951,0.98,16460,0
18001,0.99,16572,0
18051,1.05,16528,0
18101,1.01,16528,0
18151,1.02,16316,0
18201,1.02,16620,0
18251,1.02,16528,0
18301,1.10,16572,0
18351,1.08,17400,0
18401,1.07,17384,0
18451,1.08,17424,0
18501,1.10,17496,0
18551,1.09,17268,0
18601,1.11,17360,0
18651,1.10,17440,0
18701,1.12,17432,0
18751,1.14,17428,0
18801,1.13,17324,0
18851,1.21,17352,0
18901,1.12,17284,0
18951,1.12,17204,0
19001,1.16,17176,0
19051,1.15,17420,0
19101,1.17,17440,0
19151,1.14,17252,0
19201,1.13,17420,0
19251,1.19,17316,0
19301,1.23,17348,0
19351,1.19,17348,0
19401,1.19,17268,0
19451,1.25,17196,0
19501,1.22,17372,0
19551,1.22,17020,0
19601,1.23,17312,0
19651,1.27,17316,0
19701,1.23,17456,0
19751,1.26,17376,0
19801,1.26,17316,0
19851,1.25,17348,0
19901,1.22,17232,0
19951,1.22,17184,0
20001,1.29,17068,0
20051,1.21,17272,0
20101,1.28,17452,0
20151,1.24,17388,0
20201,1.31,17420,0
20251,1.39,17276,0
20301,1.26,17264,0
20351,1.28,17488,0
20401,1.31,17668,0
20451,1.30,18252,0
20501,1.37,18248,0
20551,1.37,18064,0
20601,1.30,18172,0
20651,1.32,18200,0
20701,1.34,18276,0
20751,1.35,18300,0
20801,1.33,18364,0
