n,time,fn
0,45,31
1,52,31
2,74,31
3,84,31
4,47,31
5,64,31
6,70,31
7,90,31
8,70,31
9,80,31
10,77,31
11,55,31
12,55,31
13,90,31
14,55,31
15,75,31
16,78,31
17,57,31
18,71,31
19,76,31
20,80,31
21,51,31
22,78,31
23,77,31
24,48,31
25,56,31
26,77,31
27,79,31
28,80,31
29,72,31
