n,time,memory,collisions,hash_calls
1,0.00,1920,0,0
6,0.00,2048,0,0
11,0.00,2432,0,0
16,0.00,2816,0,0
21,0.01,3456,0,0
26,0.01,3564,0,0
31,0.01,3596,0,0
36,0.02,5108,0,0
41,0.02,5164,0,0
46,0.02,5036,0,0
