n,time,memory,collisions,hash_calls
1,0.00,2048,0,0
6,0.00,2048,0,0
11,0.00,2304,0,0
16,0.00,2688,0,0
21,0.01,3584,0,0
26,0.01,3556,0,0
31,0.01,3800,0,0
36,0.02,5124,0,0
41,0.02,5140,0,0
46,0.02,5180,0,0
