n,time,memory,collisions,hash_calls
100000,1.73,128784,0,0
100000,1.69,128820,0,0
100000,1.67,128724,0,0
100000,1.75,128816,0,0
100000,1.70,128812,0,0
100000,1.66,128828,0,0
100000,1.67,128624,0,0
100000,1.68,128784,0,0
100000,1.66,128860,0,0
100000,1.61,128752,0,0
100000,1.60,128836,0,0
100000,1.60,128616,0,0
100000,1.64,128728,0,0
100000,1.60,128768,0,0
100000,1.61,128768,0,0
100000,1.60,128728,0,0
100000,1.63,128732,0,0
100000,1.61,128828,0,0
100000,1.60,128788,0,0
100000,1.61,128756,0,0
100000,1.66,128856,0,0
100000,1.61,128868,0,0
100000,1.60,128772,0,0
100000,1.61,128848,0,0
100000,1.61,128792,0,0
100000,1.60,128864,0,0
100000,1.61,128772,0,0
100000,1.61,128744,0,0
100000,1.61,128732,0,0
100000,1.62,128660,0,0
100000,1.61,128724,0,0
100000,1.62,128832,0,0
100000,1.61,128828,0,0
100000,1.61,128664,0,0
100000,1.61,128748,0,0
100000,1.60,128636,0,0
100000,1.60,128864,0,0
100000,1.60,128868,0,0
100000,1.61,128636,0,0
100000,1.60,128860,0,0
100000,1.60,128744,0,0
100000,1.61,128836,0,0
100000,1.62,128612,0,0
100000,1.61,128680,0,0
100000,1.61,128736,0,0
100000,1.62,128724,0,0
100000,1.60,128840,0,0
100000,1.61,128752,0,0
100000,1.61,128796,0,0
100000,1.60,128856,0,0
100000,1.62,128816,0,0
100000,1.66,128812,0,0
100000,1.61,128756,0,0
100000,1.63,128788,0,0
100000,1.60,128836,0,0
100000,1.60,128808,0,0
100000,1.60,128748,0,0
100000,1.59,128736,0,0
100000,1.59,128856,0,0
100000,1.62,128696,0,0
100000,1.61,128600,0,0
100000,1.59,128756,0,0
100000,1.62,128788,0,0
100000,1.62,128860,0,0
100000,1.60,128868,0,0
100000,1.61,128824,0,0
100000,1.62,128636,0,0
100000,1.62,128740,0,0
100000,1.61,128732,0,0
100000,1.61,128824,0,0
100000,1.60,128612,0,0
100000,1.60,128736,0,0
100000,1.63,128788,0,0
100000,1.61,128808,0,0
100000,1.60,128824,0,0
100000,1.62,128788,0,0
100000,1.60,128844,0,0
100000,1.61,128860,0,0
100000,1.61,128856,0,0
100000,1.59,128708,0,0
100000,1.61,128652,0,0
100000,1.60,128716,0,0
100000,1.61,128648,0,0
100000,1.61,128856,0,0
100000,1.61,128780,0,0
100000,1.62,128752,0,0
100000,1.62,128704,0,0
100000,1.61,128776,0,0
100000,1.60,128852,0,0
100000,1.60,128792,0,0
100000,1.61,128820,0,0
100000,1.59,128632,0,0
100000,1.58,128844,0,0
100000,1.59,128740,0,0
100000,1.62,128680,0,0
100000,1.60,128728,0,0
100000,1.61,128760,0,0
100000,1.62,128828,0,0
100000,1.63,128860,0,0
100000,1.63,128852,0,0
100000,1.62,128844,0,0
100000,1.60,128868,0,0
100000,1.61,128756,0,0
100000,1.60,128760,0,0
100000,1.59,128772,0,0
100000,1.61,128880,0,0
100000,1.59,128784,0,0
100000,1.59,128740,0,0
100000,1.62,128852,0,0
100000,1.60,128848,0,0
100000,1.60,128684,0,0
100000,1.61,128768,0,0
100000,1.62,128688,0,0
100000,1.62,128856,0,0
100000,1.62,128820,0,0
100000,1.61,128872,0,0
100000,1.62,128856,0,0
100000,1.63,128812,0,0
100000,1.62,128704,0,0
100000,1.61,128856,0,0
100000,1.61,128648,0,0
100000,1.62,128852,0,0
100000,1.61,128724,0,0
100000,1.61,128768,0,0
100000,1.60,128856,0,0
100000,1.60,128628,0,0
100000,1.60,128648,0,0
100000,1.60,128624,0,0
100000,1.60,128872,0,0
100000,1.61,128860,0,0
100000,1.63,128832,0,0
100000,1.60,128800,0,0
100000,1.60,128740,0,0
100000,1.60,128704,0,0
100000,1.61,128820,0,0
100000,1.60,128772,0,0
100000,1.60,128828,0,0
100000,1.60,128736,0,0
100000,1.61,128724,0,0
100000,1.60,128860,0,0
100000,1.60,128756,0,0
100000,1.60,128864,0,0
100000,1.61,128752,0,0
100000,1.60,128852,0,0
100000,1.60,128872,0,0
100000,1.60,128856,0,0
100000,1.61,128836,0,0
100000,1.60,128808,0,0
100000,1.59,128924,0,0
100000,1.59,128840,0,0
100000,1.60,128896,0,0
100000,1.61,128780,0,0
100000,1.60,128836,0,0
100000,1.60,128828,0,0
100000,1.61,128696,0,0
100000,1.62,128828,0,0
100000,1.61,128668,0,0
100000,1.59,128756,0,0
100000,1.60,128792,0,0
100000,1.62,128804,0,0
100000,1.61,128752,0,0
100000,1.60,128832,0,0
100000,1.59,128616,0,0
100000,1.60,128864,0,0
100000,1.61,128724,0,0
100000,1.62,128856,0,0
100000,1.62,128860,0,0
100000,1.61,128868,0,0
100000,1.59,128856,0,0
100000,1.62,128764,0,0
100000,1.60,128700,0,0
100000,1.60,128864,0,0
100000,1.61,128688,0,0
100000,1.58,128664,0,0
100000,1.61,128860,0,0
100000,1.61,128828,0,0
100000,1.61,128832,0,0
100000,1.59,128812,0,0
100000,1.60,128668,0,0
100000,1.62,128860,0,0
100000,1.60,128860,0,0
100000,1.61,128628,0,0
100000,1.60,128648,0,0
100000,1.61,128744,0,0
100000,1.62,128856,0,0
100000,1.61,128864,0,0
100000,1.61,128612,0,0
100000,1.61,128792,0,0
100000,1.61,128856,0,0
100000,1.59,128816,0,0
100000,1.60,128864,0,0
100000,1.59,128644,0,0
100000,1.60,128872,0,0
100000,1.61,128572,0,0
100000,1.61,128692,0,0
100000,1.59,128864,0,0
100000,1.59,128728,0,0
100000,1.61,128852,0,0
100000,1.60,128864,0,0
100000,1.62,128632,0,0
100000,1.60,128852,0,0
100000,1.60,128816,0,0
100000,1.60,128872,0,0
100000,1.61,128676,0,0
100000,1.58,128872,0,0
100000,1.59,128724,0,0
100000,1.59,128780,0,0
100000,1.57,128852,0,0
100000,1.61,128852,0,0
100000,1.60,128856,0,0
100000,1.60,128856,0,0
100000,1.61,128812,0,0
100000,1.61,128732,0,0
100000,1.60,128864,0,0
100000,1.60,128708,0,0
100000,1.61,128632,0,0
100000,1.59,128628,0,0
100000,1.60,128848,0,0
100000,1.61,128860,0,0
100000,1.60,128852,0,0
100000,1.61,128856,0,0
100000,1.59,128628,0,0
100000,1.61,128860,0,0
100000,1.60,128656,0,0
100000,1.61,128760,0,0
100000,1.60,128800,0,0
100000,1.60,128816,0,0
100000,1.60,128860,0,0
100000,1.61,128760,0,0
100000,1.61,128840,0,0
100000,1.60,128860,0,0
100000,1.60,128776,0,0
100000,1.61,128776,0,0
100000,1.60,128900,0,0
100000,1.63,128672,0,0
100000,1.60,128864,0,0
100000,1.61,128736,0,0
100000,1.62,128756,0,0
100000,1.59,128856,0,0
100000,1.62,128740,0,0
100000,1.60,128864,0,0
100000,1.62,128860,0,0
100000,1.62,128752,0,0
100000,1.59,128844,0,0
100000,1.60,128848,0,0
100000,1.60,128844,0,0
100000,1.61,128864,0,0
100000,1.62,128800,0,0
100000,1.60,128860,0,0
100000,1.61,128852,0,0
100000,1.60,128760,0,0
100000,1.61,128792,0,0
100000,1.61,128860,0,0
100000,1.62,128828,0,0
100000,1.61,128748,0,0
100000,1.60,128860,0,0
100000,1.60,128644,0,0
100000,1.60,128768,0,0
100000,1.63,128752,0,0
100000,1.61,128864,0,0
100000,1.58,128856,0,0
100000,1.58,128672,0,0
100000,1.65,128772,0,0
100000,1.71,128832,0,0
100000,1.59,128764,0,0
100000,1.63,128812,0,0
100000,1.57,128864,0,0
100000,1.57,128848,0,0
100000,1.58,128732,0,0
100000,1.57,128888,0,0
100000,1.57,128860,0,0
100000,1.56,128632,0,0
100000,1.58,128824,0,0
100000,1.68,128744,0,0
100000,1.66,128776,0,0
100000,1.65,128744,0,0
100000,1.63,128792,0,0
100000,1.64,128836,0,0
100000,1.59,128704,0,0
100000,1.57,128872,0,0
100000,1.58,128832,0,0
100000,1.56,128860,0,0
100000,1.58,128756,0,0
100000,1.56,128864,0,0
100000,1.56,128720,0,0
100000,1.58,128728,0,0
100000,1.56,128668,0,0
100000,1.57,128852,0,0
100000,1.58,128764,0,0
100000,1.56,128860,0,0
100000,1.56,128856,0,0
100000,1.57,128856,0,0
100000,1.57,128820,0,0
100000,1.56,128780,0,0
100000,1.59,128676,0,0
100000,1.63,128800,0,0
100000,1.58,128616,0,0
100000,1.63,128740,0,0
100000,1.60,128748,0,0
100000,1.61,128756,0,0
100000,1.58,128780,0,0
100000,1.59,128804,0,0
100000,1.58,128772,0,0
100000,1.59,128856,0,0
100000,1.56,128820,0,0
100000,1.57,128776,0,0
100000,1.57,128824,0,0
100000,1.58,128792,0,0
100000,1.61,128880,0,0
100000,1.60,128808,0,0
100000,1.61,128856,0,0
100000,1.61,128792,0,0
100000,1.59,128732,0,0
100000,1.59,128864,0,0
100000,1.57,128628,0,0
100000,1.56,128860,0,0
100000,1.56,128732,0,0
100000,1.56,128916,0,0
100000,1.56,128820,0,0
100000,1.57,128812,0,0
100000,1.55,128856,0,0
100000,1.57,128868,0,0
100000,1.58,128768,0,0
100000,1.60,128620,0,0
100000,1.71,128860,0,0
100000,1.59,128864,0,0
100000,1.61,128736,0,0
100000,1.63,128836,0,0
100000,1.61,128728,0,0
100000,1.59,128788,0,0
100000,1.59,128692,0,0
100000,1.61,128776,0,0
100000,1.58,128840,0,0
100000,1.66,128772,0,0
100000,1.63,128756,0,0
100000,1.59,128808,0,0
100000,1.57,128852,0,0
100000,1.60,128676,0,0
100000,1.60,128800,0,0
100000,1.58,128728,0,0
100000,1.60,128720,0,0
100000,1.59,128864,0,0
100000,1.59,128864,0,0
100000,1.59,128728,0,0
100000,1.57,128828,0,0
100000,1.57,128864,0,0
100000,1.58,128852,0,0
100000,1.61,128736,0,0
100000,1.57,128700,0,0
100000,1.57,128656,0,0
100000,1.56,128808,0,0
100000,1.57,128772,0,0
100000,1.56,128860,0,0
100000,1.58,128852,0,0
100000,1.57,128752,0,0
100000,1.57,128928,0,0
100000,1.58,128764,0,0
100000,1.57,128736,0,0
100000,1.57,128728,0,0
100000,1.58,128864,0,0
100000,1.57,128636,0,0
100000,1.57,128852,0,0
100000,1.57,128864,0,0
100000,1.56,128728,0,0
100000,1.57,128868,0,0
100000,1.58,128756,0,0
100000,1.58,128796,0,0
100000,1.56,128856,0,0
100000,1.56,128860,0,0
100000,1.58,128740,0,0
100000,1.57,128860,0,0
100000,1.57,128844,0,0
100000,1.56,128680,0,0
100000,1.57,128852,0,0
100000,1.57,128864,0,0
100000,1.56,128796,0,0
100000,1.56,128740,0,0
100000,1.57,128736,0,0
100000,1.58,128852,0,0
100000,1.57,128848,0,0
100000,1.57,128860,0,0
100000,1.55,128856,0,0
100000,1.58,128864,0,0
100000,1.57,128800,0,0
100000,1.57,128756,0,0
100000,1.57,128804,0,0
100000,1.57,128864,0,0
100000,1.58,128720,0,0
100000,1.58,128788,0,0
100000,1.56,128792,0,0
100000,1.57,128840,0,0
100000,1.58,128728,0,0
100000,1.59,128768,0,0
100000,1.67,128808,0,0
100000,1.57,128732,0,0
100000,1.59,128856,0,0
100000,1.59,128856,0,0
100000,1.58,128820,0,0
100000,1.59,128768,0,0
100000,1.74,128780,0,0
100000,1.61,128864,0,0
100000,1.59,128788,0,0
100000,1.65,128696,0,0
100000,1.68,128816,0,0
100000,1.67,128860,0,0
100000,1.63,128868,0,0
100000,1.61,128812,0,0
100000,1.64,128864,0,0
100000,1.65,128792,0,0
100000,1.58,128848,0,0
100000,1.60,128860,0,0
100000,1.57,128832,0,0
100000,1.59,128736,0,0
100000,1.59,128744,0,0
100000,1.62,128860,0,0
100000,1.57,128860,0,0
100000,1.56,128864,0,0
100000,1.56,128608,0,0
100000,1.57,128752,0,0
100000,1.56,128860,0,0
100000,1.56,128660,0,0
100000,1.57,128800,0,0
100000,1.57,128608,0,0
100000,1.55,128824,0,0
100000,1.56,128756,0,0
100000,1.56,128684,0,0
100000,1.57,128780,0,0
100000,1.56,128856,0,0
100000,1.57,128788,0,0
100000,1.56,128864,0,0
100000,1.57,128860,0,0
100000,1.56,128660,0,0
100000,1.56,128616,0,0
100000,1.57,128856,0,0
100000,1.56,128868,0,0
100000,1.57,128732,0,0
100000,1.56,128732,0,0
100000,1.55,128840,0,0
100000,1.56,128776,0,0
100000,1.57,128752,0,0
100000,1.58,128756,0,0
100000,1.56,128764,0,0
100000,1.57,128852,0,0
100000,1.56,128740,0,0
100000,1.57,128732,0,0
100000,1.57,128824,0,0
100000,1.61,128824,0,0
100000,1.57,128780,0,0
100000,1.56,128800,0,0
100000,1.56,128860,0,0
100000,1.57,128856,0,0
100000,1.57,128736,0,0
100000,1.59,128852,0,0
100000,1.57,128860,0,0
100000,1.59,128860,0,0
100000,1.58,128856,0,0
100000,1.58,128728,0,0
100000,1.57,128740,0,0
100000,1.56,128860,0,0
100000,1.57,128608,0,0
100000,1.58,128868,0,0
100000,1.56,128808,0,0
100000,1.57,128856,0,0
100000,1.57,128832,0,0
100000,1.57,128796,0,0
100000,1.57,128840,0,0
100000,1.56,128732,0,0
100000,1.56,128748,0,0
100000,1.56,128852,0,0
100000,1.55,128748,0,0
100000,1.58,128860,0,0
100000,1.57,128856,0,0
100000,1.57,128772,0,0
100000,1.57,128588,0,0
100000,1.55,128816,0,0
100000,1.57,128736,0,0
100000,1.57,128844,0,0
100000,1.57,128852,0,0
100000,1.57,128840,0,0
100000,1.57,128860,0,0
100000,1.57,128812,0,0
100000,1.56,128716,0,0
100000,1.57,128724,0,0
100000,1.56,128832,0,0
