n,time,memory,collisions,hash_calls
100000,0.79,127100,0,0
100000,0.81,127220,0,0
100000,0.80,127092,0,0
100000,0.82,127224,0,0
100000,0.86,127096,0,0
100000,0.81,127224,0,0
100000,0.82,126980,0,0
100000,0.81,127216,0,0
100000,0.82,127016,0,0
100000,0.81,127104,0,0
100000,0.81,126984,0,0
100000,0.82,127172,0,0
100000,0.81,127096,0,0
100000,0.86,126972,0,0
100000,0.81,126992,0,0
100000,0.81,127096,0,0
100000,0.83,127092,0,0
100000,0.80,127096,0,0
100000,0.79,126968,0,0
100000,0.80,127096,0,0
100000,0.79,127100,0,0
100000,0.82,127088,0,0
100000,0.83,127072,0,0
100000,0.87,126944,0,0
100000,0.86,127096,0,0
100000,0.80,126980,0,0
100000,0.80,127100,0,0
100000,0.81,127224,0,0
100000,0.80,126972,0,0
100000,0.81,127128,0,0
100000,0.81,127088,0,0
100000,0.82,127096,0,0
100000,0.83,127188,0,0
100000,0.83,126968,0,0
100000,0.84,127080,0,0
100000,0.82,126980,0,0
100000,0.80,127224,0,0
100000,0.80,126968,0,0
100000,0.80,127092,0,0
100000,0.79,127100,0,0
100000,0.87,127096,0,0
100000,0.82,127112,0,0
100000,0.82,127220,0,0
100000,0.80,127092,0,0
100000,0.85,127088,0,0
100000,0.82,127100,0,0
100000,0.83,127096,0,0
100000,0.97,127100,0,0
100000,0.90,127000,0,0
100000,0.91,127096,0,0
100000,0.90,127060,0,0
100000,0.82,126928,0,0
100000,0.91,127040,0,0
100000,0.79,126976,0,0
100000,0.78,127108,0,0
100000,0.94,127108,0,0
100000,1.00,127096,0,0
100000,0.83,127092,0,0
100000,0.82,127104,0,0
100000,0.80,127104,0,0
100000,0.80,127112,0,0
100000,0.81,127092,0,0
100000,0.83,127104,0,0
100000,0.82,127048,0,0
100000,0.79,127028,0,0
100000,0.84,127096,0,0
100000,0.78,127096,0,0
100000,0.84,127024,0,0
100000,0.78,127092,0,0
100000,0.79,127100,0,0
100000,0.79,127100,0,0
100000,0.84,127112,0,0
100000,0.79,127092,0,0
100000,0.87,127100,0,0
100000,0.85,127108,0,0
100000,0.86,127092,0,0
100000,0.86,127108,0,0
100000,0.84,126996,0,0
100000,0.81,127096,0,0
100000,0.87,127024,0,0
100000,0.82,126980,0,0
100000,0.78,127112,0,0
100000,0.76,127100,0,0
100000,0.87,127176,0,0
100000,0.79,127100,0,0
100000,0.81,127224,0,0
100000,0.79,127104,0,0
100000,0.78,127100,0,0
100000,0.82,127108,0,0
100000,0.82,127212,0,0
100000,0.83,127100,0,0
100000,0.76,127084,0,0
100000,0.81,127156,0,0
100000,0.78,127100,0,0
100000,0.82,127228,0,0
100000,0.91,127224,0,0
100000,0.80,126976,0,0
100000,0.80,127104,0,0
100000,0.78,127108,0,0
100000,0.75,127080,0,0
100000,0.79,127092,0,0
100000,0.75,127052,0,0
100000,0.77,127096,0,0
100000,0.74,127224,0,0
100000,0.74,126984,0,0
100000,0.84,127080,0,0
100000,0.86,127176,0,0
100000,0.81,127036,0,0
100000,0.82,127104,0,0
100000,0.78,126968,0,0
100000,0.78,126976,0,0
100000,0.81,126972,0,0
100000,0.83,127096,0,0
100000,0.85,126972,0,0
100000,0.81,127096,0,0
100000,0.82,127088,0,0
100000,0.82,127228,0,0
100000,0.85,127084,0,0
100000,0.76,127100,0,0
100000,0.77,127104,0,0
100000,0.78,127096,0,0
100000,0.78,127100,0,0
100000,0.77,127084,0,0
100000,0.77,127104,0,0
100000,0.73,127096,0,0
100000,0.78,127100,0,0
100000,0.73,127092,0,0
100000,0.79,127000,0,0
100000,0.78,127044,0,0
100000,0.82,127084,0,0
100000,0.83,126976,0,0
100000,0.77,127224,0,0
100000,0.74,127108,0,0
100000,0.77,127096,0,0
100000,0.81,126964,0,0
100000,0.82,127208,0,0
100000,0.82,127100,0,0
100000,0.74,127100,0,0
100000,0.75,127232,0,0
100000,0.75,126976,0,0
100000,0.74,127220,0,0
100000,0.73,126960,0,0
100000,0.76,126980,0,0
100000,0.72,127228,0,0
100000,0.79,127100,0,0
100000,0.73,127000,0,0
100000,0.73,127100,0,0
100000,0.74,127144,0,0
100000,0.77,127008,0,0
100000,0.78,127088,0,0
100000,0.78,127104,0,0
100000,0.76,127104,0,0
100000,0.79,126964,0,0
100000,0.79,127100,0,0
100000,0.78,126984,0,0
100000,0.78,127124,0,0
100000,0.77,126960,0,0
100000,0.79,127096,0,0
100000,0.80,127104,0,0
100000,0.78,127112,0,0
100000,0.81,126880,0,0
100000,0.81,127100,0,0
100000,0.80,126996,0,0
100000,0.89,127072,0,0
100000,0.83,127224,0,0
100000,0.88,127228,0,0
100000,0.75,126908,0,0
100000,0.75,127104,0,0
100000,0.75,127104,0,0
100000,0.76,127096,0,0
100000,0.77,127044,0,0
100000,0.81,127092,0,0
100000,0.76,127096,0,0
100000,0.74,127020,0,0
100000,0.73,127224,0,0
100000,0.72,127092,0,0
100000,0.75,127176,0,0
100000,0.74,127092,0,0
100000,0.82,127056,0,0
100000,0.76,127100,0,0
100000,0.72,127208,0,0
100000,0.72,127096,0,0
100000,0.74,127092,0,0
100000,0.72,126964,0,0
100000,0.72,127100,0,0
100000,0.72,127084,0,0
100000,0.72,127104,0,0
100000,0.73,126976,0,0
100000,0.72,127212,0,0
100000,0.73,127092,0,0
100000,0.72,126964,0,0
100000,0.75,127216,0,0
100000,0.71,127096,0,0
100000,0.72,127096,0,0
100000,0.72,127100,0,0
100000,0.72,127104,0,0
100000,0.73,127220,0,0
100000,0.73,127084,0,0
100000,0.71,126972,0,0
100000,0.74,127040,0,0
100000,0.72,127224,0,0
100000,0.72,127208,0,0
100000,0.72,127080,0,0
100000,0.71,126968,0,0
100000,0.71,127088,0,0
100000,0.71,127012,0,0
100000,0.72,127108,0,0
100000,0.71,127232,0,0
100000,0.72,127224,0,0
100000,0.71,127224,0,0
100000,0.71,127104,0,0
100000,0.72,127112,0,0
100000,0.72,127220,0,0
100000,0.71,127100,0,0
100000,0.72,127108,0,0
100000,0.71,126968,0,0
100000,0.71,126980,0,0
100000,0.73,126968,0,0
100000,0.72,127096,0,0
100000,0.72,127220,0,0
100000,0.72,127092,0,0
100000,0.72,127096,0,0
100000,0.72,127096,0,0
100000,0.72,127096,0,0
100000,0.72,127092,0,0
100000,0.72,127092,0,0
100000,0.72,126968,0,0
100000,0.72,127088,0,0
100000,0.71,126984,0,0
100000,0.71,127208,0,0
100000,0.72,127104,0,0
100000,0.72,127156,0,0
100000,0.72,127056,0,0
100000,0.73,127232,0,0
100000,0.72,127100,0,0
100000,0.72,127108,0,0
100000,0.73,126968,0,0
100000,0.72,127224,0,0
100000,0.72,127224,0,0
100000,0.72,126972,0,0
100000,0.72,127224,0,0
100000,0.71,127096,0,0
100000,0.71,127096,0,0
100000,0.71,127232,0,0
100000,0.71,126980,0,0
100000,0.71,127216,0,0
100000,0.71,127100,0,0
100000,0.72,127104,0,0
100000,0.71,127112,0,0
100000,0.71,127092,0,0
100000,0.72,127044,0,0
100000,0.72,126972,0,0
100000,0.72,127224,0,0
100000,0.71,126972,0,0
100000,0.72,127092,0,0
100000,0.71,127100,0,0
100000,0.71,127224,0,0
100000,0.71,127092,0,0
100000,0.72,127088,0,0
100000,0.72,127108,0,0
100000,0.72,127096,0,0
100000,0.72,127096,0,0
100000,0.72,127104,0,0
100000,0.72,126968,0,0
100000,0.71,127232,0,0
100000,0.70,127100,0,0
100000,0.71,127216,0,0
100000,0.72,127100,0,0
100000,0.71,127224,0,0
100000,0.72,127096,0,0
100000,0.71,127092,0,0
100000,0.72,127176,0,0
100000,0.71,127212,0,0
100000,0.72,127104,0,0
100000,0.72,127096,0,0
100000,0.73,127016,0,0
100000,0.73,127096,0,0
100000,0.72,126964,0,0
100000,0.72,127100,0,0
100000,0.71,127096,0,0
100000,0.72,127092,0,0
100000,0.71,127220,0,0
100000,0.72,127104,0,0
100000,0.74,127088,0,0
100000,0.72,127092,0,0
100000,0.72,127104,0,0
100000,0.72,127164,0,0
100000,0.71,127092,0,0
100000,0.72,127100,0,0
100000,0.72,127100,0,0
100000,0.72,127224,0,0
100000,0.72,127168,0,0
100000,0.72,127100,0,0
100000,0.73,127224,0,0
100000,0.72,127100,0,0
100000,0.73,127104,0,0
100000,0.72,126964,0,0
100000,0.72,127096,0,0
100000,0.72,127064,0,0
100000,0.72,126968,0,0
100000,0.71,127096,0,0
100000,0.71,127104,0,0
100000,0.72,127108,0,0
100000,0.72,127088,0,0
100000,0.72,127224,0,0
100000,0.72,127168,0,0
100000,0.72,127108,0,0
100000,0.72,127104,0,0
100000,0.71,127096,0,0
100000,0.71,127096,0,0
100000,0.72,127220,0,0
100000,0.72,126964,0,0
100000,0.71,126980,0,0
100000,0.71,126972,0,0
100000,0.72,127100,0,0
100000,0.72,126964,0,0
100000,0.70,126972,0,0
100000,0.71,126972,0,0
100000,0.72,127096,0,0
100000,0.74,126968,0,0
100000,0.73,127212,0,0
100000,0.72,127004,0,0
100000,0.72,126948,0,0
100000,0.73,126972,0,0
100000,0.73,127220,0,0
100000,0.72,127224,0,0
100000,0.71,127128,0,0
100000,0.72,127228,0,0
100000,0.72,127096,0,0
100000,0.71,126972,0,0
100000,0.72,127064,0,0
100000,0.72,127100,0,0
100000,0.72,127148,0,0
100000,0.71,127100,0,0
100000,0.72,127216,0,0
100000,0.72,127096,0,0
100000,0.72,127176,0,0
100000,0.72,127224,0,0
100000,0.73,127096,0,0
100000,0.72,127104,0,0
100000,0.71,127084,0,0
100000,0.71,127224,0,0
100000,0.73,127096,0,0
100000,0.72,127220,0,0
100000,0.72,127092,0,0
100000,0.71,127100,0,0
100000,0.71,127100,0,0
100000,0.71,127096,0,0
100000,0.72,127104,0,0
100000,0.72,127008,0,0
100000,0.72,127228,0,0
100000,0.73,126968,0,0
100000,0.72,127092,0,0
100000,0.72,127088,0,0
100000,0.73,126992,0,0
100000,0.71,127220,0,0
100000,0.72,127088,0,0
100000,0.72,126968,0,0
100000,0.72,126968,0,0
100000,0.71,127108,0,0
100000,0.72,126932,0,0
100000,0.71,127100,0,0
100000,0.71,127096,0,0
100000,0.72,127092,0,0
100000,0.73,127088,0,0
100000,0.72,127096,0,0
100000,0.72,127228,0,0
100000,0.72,127080,0,0
100000,0.72,127096,0,0
100000,0.72,126972,0,0
100000,0.71,127044,0,0
100000,0.73,127104,0,0
100000,0.72,127216,0,0
100000,0.73,127100,0,0
100000,0.72,127096,0,0
100000,0.72,127104,0,0
100000,0.73,126968,0,0
100000,0.73,127232,0,0
100000,0.70,127220,0,0
100000,0.72,127056,0,0
100000,0.72,126972,0,0
100000,0.73,127100,0,0
100000,0.73,127088,0,0
100000,0.72,127100,0,0
100000,0.72,127100,0,0
100000,0.72,127220,0,0
100000,0.72,126960,0,0
100000,0.72,127108,0,0
100000,0.73,126964,0,0
100000,0.72,127092,0,0
100000,0.71,127100,0,0
100000,0.72,127100,0,0
100000,0.72,127100,0,0
100000,0.73,127100,0,0
100000,0.72,127092,0,0
100000,0.72,126996,0,0
100000,0.72,127224,0,0
100000,0.72,126976,0,0
100000,0.71,127056,0,0
100000,0.72,127092,0,0
100000,0.73,126972,0,0
100000,0.73,127104,0,0
100000,0.72,127096,0,0
100000,0.71,127224,0,0
100000,0.71,127092,0,0
100000,0.71,126968,0,0
100000,0.72,127228,0,0
100000,0.72,127104,0,0
100000,0.72,127220,0,0
100000,0.71,127092,0,0
100000,0.72,127096,0,0
100000,0.73,127064,0,0
100000,0.74,127088,0,0
100000,0.75,127088,0,0
100000,0.73,127096,0,0
100000,0.76,127224,0,0
100000,0.75,126964,0,0
100000,0.80,126976,0,0
100000,0.80,126960,0,0
100000,0.72,126972,0,0
100000,0.81,126976,0,0
100000,0.73,126972,0,0
100000,0.82,127108,0,0
100000,0.73,127104,0,0
100000,0.73,127108,0,0
100000,0.78,126964,0,0
100000,0.73,127220,0,0
100000,0.76,127108,0,0
100000,0.77,127096,0,0
100000,0.74,127096,0,0
100000,0.75,127100,0,0
100000,0.77,127100,0,0
100000,0.76,127064,0,0
100000,0.78,127092,0,0
100000,0.78,127096,0,0
100000,0.74,127104,0,0
100000,0.76,127096,0,0
100000,0.75,127088,0,0
100000,0.76,127100,0,0
100000,0.75,126976,0,0
100000,0.75,127088,0,0
100000,0.75,127092,0,0
100000,0.75,126968,0,0
100000,0.73,127100,0,0
100000,0.75,127108,0,0
100000,0.75,127220,0,0
100000,0.74,126964,0,0
100000,0.76,127224,0,0
100000,0.76,127096,0,0
100000,0.74,127064,0,0
100000,0.76,127220,0,0
100000,0.75,127228,0,0
100000,0.75,127084,0,0
100000,0.74,126976,0,0
100000,0.75,127220,0,0
100000,0.75,127124,0,0
100000,0.75,127096,0,0
100000,0.78,127096,0,0
100000,0.76,127104,0,0
100000,0.75,127100,0,0
100000,0.77,127100,0,0
100000,0.77,127224,0,0
100000,0.77,127224,0,0
100000,0.76,127100,0,0
100000,0.75,127096,0,0
100000,0.74,127168,0,0
100000,0.80,127008,0,0
100000,0.74,127084,0,0
100000,0.78,127048,0,0
100000,0.79,126968,0,0
100000,0.78,127168,0,0
100000,0.79,127100,0,0
100000,0.77,126976,0,0
100000,0.75,127096,0,0
100000,0.76,127220,0,0
100000,0.75,127096,0,0
100000,0.75,127092,0,0
100000,0.73,127216,0,0
100000,0.74,127096,0,0
100000,0.73,126964,0,0
100000,0.75,127104,0,0
100000,0.75,127148,0,0
100000,0.75,127096,0,0
100000,0.75,127100,0,0
100000,0.79,127104,0,0
100000,0.79,127104,0,0
100000,0.78,127096,0,0
100000,0.76,127092,0,0
100000,0.75,126916,0,0
100000,0.75,127096,0,0
100000,0.75,127092,0,0
100000,0.75,127116,0,0
100000,0.75,127104,0,0
100000,0.76,127220,0,0
100000,0.74,127260,0,0
100000,0.73,127224,0,0
100000,0.74,126868,0,0
100000,0.75,127064,0,0
