n,time,memory,collisions
26700,0.16,33888,0
26800,0.17,33884,0
26900,0.17,33872,0
27000,0.16,33872,0
27100,0.17,33872,0
27200,0.18,33876,0
27300,0.18,33876,0
27400,0.18,33896,0
27500,0.17,33900,0
27600,0.18,33892,0
27700,0.17,33848,0
27800,0.18,33864,0
27900,0.18,33744,0
28000,0.18,33868,0
28100,0.18,33768,0
28200,0.17,33868,0
28300,0.16,33840,0
28400,0.16,33872,0
28500,0.16,33872,0
28600,0.17,33884,0
28700,0.17,33880,0
28800,0.19,33876,0
28900,0.18,33892,0
29000,0.16,33884,0
29100,0.16,33888,0
29200,0.16,33876,0
29300,0.17,33748,0
29400,0.17,33876,0
29500,0.17,33816,0
29600,0.16,33896,0
29700,0.18,33876,0
29800,0.17,33928,0
29900,0.16,34100,0
30000,0.18,35704,0
30100,0.18,35680,0
30200,0.18,35704,0
30300,0.19,35704,0
30400,0.18,35708,0
30500,0.19,35624,0
30600,0.18,35728,0
30700,0.18,35712,0
30800,0.17,35708,0
30900,0.17,35668,0
31000,0.18,35720,0
31100,0.18,35712,0
31200,0.18,35700,0
31300,0.18,35704,0
31400,0.19,35716,0
31500,0.19,35716,0
31600,0.18,35696,0
31700,0.20,35712,0
31800,0.19,35708,0
31900,0.19,35712,0
32000,0.18,35692,0
32100,0.18,35700,0
32200,0.18,35712,0
32300,0.18,35628,0
32400,0.21,35700,0
32500,0.19,35688,0
32600,0.19,35716,0
32700,0.18,35712,0
32800,0.18,35728,0
32900,0.19,35596,0
33000,0.19,35648,0
33100,0.20,35716,0
33200,0.19,35624,0
33300,0.20,35716,0
33400,0.20,35708,0
33500,0.19,35708,0
33600,0.19,35708,0
33700,0.19,35656,0
33800,0.21,35616,0
33900,0.20,37220,0
34000,0.20,37208,0
34100,0.20,37220,0
34200,0.23,37220,0
34300,0.22,37216,0
34400,0.22,37196,0
34500,0.21,37276,0
34600,0.22,37236,0
34700,0.20,37168,0
34800,0.19,37196,0
34900,0.21,37212,0
35000,0.21,37212,0
35100,0.23,37220,0
35200,0.23,37220,0
35300,0.25,37212,0
35400,0.24,37208,0
35500,0.23,37104,0
35600,0.22,37228,0
35700,0.22,37248,0
35800,0.26,37212,0
35900,0.22,37204,0
36000,0.23,37140,0
36100,0.25,37228,0
36200,0.24,37268,0
36300,0.24,37228,0
36400,0.23,37192,0
36500,0.23,37224,0
36600,0.22,37208,0
36700,0.25,37184,0
36800,0.23,37228,0
