n,time,memory,collisions
26700,0.19,32560,0
26800,0.20,32548,0
26900,0.19,32556,0
27000,0.17,32556,0
27100,0.18,32448,0
27200,0.19,32544,0
27300,0.17,32560,0
27400,0.18,32532,0
27500,0.19,32540,0
27600,0.17,32504,0
27700,0.18,32568,0
27800,0.19,32456,0
27900,0.19,32576,0
28000,0.18,32568,0
28100,0.18,32552,0
28200,0.18,32460,0
28300,0.18,32556,0
28400,0.19,32496,0
28500,0.20,32436,0
28600,0.18,32560,0
28700,0.18,32568,0
28800,0.18,32576,0
28900,0.18,32556,0
29000,0.18,32552,0
29100,0.18,32548,0
29200,0.18,32544,0
29300,0.18,32560,0
29400,0.17,32556,0
29500,0.18,32488,0
29600,0.18,32556,0
29700,0.17,32572,0
29800,0.18,32468,0
29900,0.18,32544,0
30000,0.18,32568,0
30100,0.19,34032,0
30200,0.18,34048,0
30300,0.19,34036,0
30400,0.19,34052,0
30500,0.19,34044,0
30600,0.19,33992,0
30700,0.18,34048,0
30800,0.18,34052,0
30900,0.18,34048,0
31000,0.19,34056,0
31100,0.20,33968,0
31200,0.19,34036,0
31300,0.20,34016,0
31400,0.19,34060,0
31500,0.19,34052,0
31600,0.20,34064,0
31700,0.19,33936,0
31800,0.19,34024,0
31900,0.19,34028,0
32000,0.19,34040,0
32100,0.21,34020,0
32200,0.19,34044,0
32300,0.19,33952,0
32400,0.19,34040,0
32500,0.19,34028,0
32600,0.20,33992,0
32700,0.19,34108,0
32800,0.19,34044,0
32900,0.19,34048,0
33000,0.19,34064,0
33100,0.20,34040,0
33200,0.19,34044,0
33300,0.19,34028,0
33400,0.20,34048,0
33500,0.20,34060,0
33600,0.20,34052,0
33700,0.20,34048,0
33800,0.20,34044,0
33900,0.20,34052,0
34000,0.20,34040,0
34100,0.21,35328,0
34200,0.21,35356,0
34300,0.21,35344,0
34400,0.21,35344,0
34500,0.21,35280,0
34600,0.21,35428,0
34700,0.21,35352,0
34800,0.21,35360,0
34900,0.21,35340,0
35000,0.21,35344,0
35100,0.21,35348,0
35200,0.21,35352,0
35300,0.21,35356,0
35400,0.22,35344,0
35500,0.21,35352,0
35600,0.21,35340,0
35700,0.22,35360,0
35800,0.21,35340,0
35900,0.21,35348,0
36000,0.22,35236,0
36100,0.22,35300,0
36200,0.22,35344,0
36300,0.22,35244,0
36400,0.21,35332,0
36500,0.22,35336,0
36600,0.22,35356,0
36700,0.21,35208,0
36800,0.21,35336,0
36900,0.24,35352,0
37000,0.22,35312,0
37100,0.22,35356,0
37200,0.23,35340,0
37300,0.22,35360,0
37400,0.22,35296,0
37500,0.22,35336,0
37600,0.23,35340,0
37700,0.22,35404,0
37800,0.22,35320,0
37900,0.22,35344,0
38000,0.22,35348,0
38100,0.22,35348,0
38200,0.22,35296,0
38300,0.23,36548,0
38400,0.23,36500,0
38500,0.23,36444,0
38600,0.23,36564,0
38700,0.23,36504,0
38800,0.23,36556,0
38900,0.24,36548,0
39000,0.23,36492,0
39100,0.24,36572,0
39200,0.24,36564,0
39300,0.24,36492,0
39400,0.23,36560,0
39500,0.24,36560,0
39600,0.23,36556,0
39700,0.23,36680,0
39800,0.25,36584,0
39900,0.24,36556,0
40000,0.24,36544,0
40100,0.24,36536,0
40200,0.24,36556,0
40300,0.24,36512,0
40400,0.24,36432,0
40500,0.24,36560,0
40600,0.24,36528,0
40700,0.23,36536,0
40800,0.24,36568,0
40900,0.24,36512,0
41000,0.24,36444,0
41100,0.23,36492,0
41200,0.23,36560,0
41300,0.24,36488,0
41400,0.24,36488,0
41500,0.24,36540,0
41600,0.24,36568,0
41700,0.24,36492,0
41800,0.25,36552,0
41900,0.24,36424,0
42000,0.25,36500,0
42100,0.25,36556,0
42200,0.25,36536,0
42300,0.25,36468,0
42400,0.25,36484,0
42500,0.25,36544,0
42600,0.25,36544,0
