n,time,memory,collisions
26700,0.15,32484,0
26800,0.15,32656,0
26900,0.15,32764,0
27000,0.15,32892,0
27100,0.15,32892,0
27200,0.15,32520,0
27300,0.15,32776,0
27400,0.15,32392,0
27500,0.15,32432,0
27600,0.15,32636,0
27700,0.15,32624,0
27800,0.15,32716,0
27900,0.15,32648,0
28000,0.15,32780,0
28100,0.15,32752,0
28200,0.16,32524,0
28300,0.15,32608,0
28400,0.15,32776,0
28500,0.16,32896,0
28600,0.16,32916,0
28700,0.16,32576,0
28800,0.16,32752,0
28900,0.16,32824,0
29000,0.15,32640,0
29100,0.16,32844,0
29200,0.16,32916,0
29300,0.16,32516,0
29400,0.16,32676,0
29500,0.16,32744,0
29600,0.16,32584,0
29700,0.16,32436,0
29800,0.16,32888,0
29900,0.16,32680,0
