n,time,memory,collisions
26700,0.15,32456,0
26800,0.15,32404,0
26900,0.15,32492,0
27000,0.15,32348,0
27100,0.15,32484,0
27200,0.16,32488,0
27300,0.15,32504,0
27400,0.15,32476,0
27500,0.15,32504,0
27600,0.15,32504,0
27700,0.15,32480,0
27800,0.15,32496,0
27900,0.15,32484,0
28000,0.15,32488,0
28100,0.15,32512,0
28200,0.15,32440,0
28300,0.15,32504,0
28400,0.15,32516,0
28500,0.15,32476,0
28600,0.15,32488,0
28700,0.15,32500,0
28800,0.15,32492,0
28900,0.15,32384,0
29000,0.15,32436,0
29100,0.15,32492,0
29200,0.15,32488,0
29300,0.15,32500,0
29400,0.16,32496,0
29500,0.15,32512,0
29600,0.16,32444,0
29700,0.15,32496,0
29800,0.16,32488,0
29900,0.16,32528,0
