n,time,memory,collisions,hash_calls,table_get,table_insert
17700,0.21,27188,0,0,0,0
17800,0.21,27092,0,0,0,0
17900,0.21,27204,0,0,0,0
18000,0.22,27196,0,0,0,0
18100,0.21,27280,0,0,0,0
18200,0.22,27184,0,0,0,0
18300,0.21,27184,0,0,0,0
18400,0.22,27176,0,0,0,0
18500,0.22,27220,0,0,0,0
18600,0.22,27080,0,0,0,0
18700,0.22,27172,0,0,0,0
18800,0.22,27176,0,0,0,0
18900,0.22,27204,0,0,0,0
19000,0.23,28336,0,0,0,0
19100,0.23,28388,0,0,0,0
19200,0.23,28408,0,0,0,0
19300,0.23,28348,0,0,0,0
19400,0.23,28348,0,0,0,0
19500,0.23,28340,0,0,0,0
19600,0.23,28348,0,0,0,0
19700,0.24,28368,0,0,0,0
19800,0.23,28352,0,0,0,0
19900,0.24,28340,0,0,0,0
20000,0.23,28344,0,0,0,0
20100,0.23,28344,0,0,0,0
20200,0.24,28320,0,0,0,0
20300,0.24,28340,0,0,0,0
20400,0.24,28332,0,0,0,0
20500,0.24,28340,0,0,0,0
20600,0.24,28380,0,0,0,0
20700,0.25,29468,0,0,0,0
20800,0.25,29456,0,0,0,0
20900,0.25,29468,0,0,0,0
21000,0.25,29440,0,0,0,0
21100,0.25,29444,0,0,0,0
21200,0.25,29444,0,0,0,0
21300,0.25,29456,0,0,0,0
21400,0.25,29452,0,0,0,0
21500,0.26,29452,0,0,0,0
21600,0.25,29448,0,0,0,0
21700,0.26,29444,0,0,0,0
21800,0.25,29444,0,0,0,0
21900,0.25,29444,0,0,0,0
22000,0.25,29504,0,0,0,0
22100,0.26,29424,0,0,0,0
22200,0.26,29468,0,0,0,0
22300,0.27,29452,0,0,0,0
22400,0.26,29468,0,0,0,0
22500,0.27,30524,0,0,0,0
22600,0.27,30508,0,0,0,0
22700,0.27,30508,0,0,0,0
22800,0.27,30508,0,0,0,0
22900,0.27,30512,0,0,0,0
23000,0.27,30504,0,0,0,0
23100,0.26,30504,0,0,0,0
23200,0.27,30524,0,0,0,0
23300,0.27,30524,0,0,0,0
