n,time,memory,collisions,hash_calls,table_get,table_insert
17700,0.25,27040,0,0,0,0
17800,0.22,27080,0,0,0,0
17900,0.21,27084,0,0,0,0
18000,0.21,27072,0,0,0,0
18100,0.21,27060,0,0,0,0
18200,0.21,27068,0,0,0,0
18300,0.22,27024,0,0,0,0
18400,0.22,27064,0,0,0,0
18500,0.22,27020,0,0,0,0
18600,0.22,27060,0,0,0,0
18700,0.22,27064,0,0,0,0
18800,0.24,28272,0,0,0,0
18900,0.25,28320,0,0,0,0
19000,0.23,28316,0,0,0,0
19100,0.23,28332,0,0,0,0
19200,0.26,28308,0,0,0,0
19300,0.26,28320,0,0,0,0
19400,0.26,28256,0,0,0,0
19500,0.25,28316,0,0,0,0
19600,0.23,28372,0,0,0,0
19700,0.24,28352,0,0,0,0
19800,0.24,28352,0,0,0,0
19900,0.24,28332,0,0,0,0
20000,0.24,28336,0,0,0,0
20100,0.25,28316,0,0,0,0
20200,0.25,28236,0,0,0,0
20300,0.25,28320,0,0,0,0
20400,0.24,28316,0,0,0,0
20500,0.24,28320,0,0,0,0
20600,0.27,29432,0,0,0,0
20700,0.26,29440,0,0,0,0
20800,0.25,29452,0,0,0,0
20900,0.27,29392,0,0,0,0
21000,0.30,29464,0,0,0,0
21100,0.28,29484,0,0,0,0
21200,0.29,29456,0,0,0,0
21300,0.29,29436,0,0,0,0
21400,0.27,29452,0,0,0,0
21500,0.26,29452,0,0,0,0
21600,0.25,29452,0,0,0,0
21700,0.26,29448,0,0,0,0
21800,0.26,29416,0,0,0,0
21900,0.27,29460,0,0,0,0
22000,0.26,29536,0,0,0,0
22100,0.27,29432,0,0,0,0
22200,0.29,29444,0,0,0,0
22300,0.26,29444,0,0,0,0
22400,0.27,30524,0,0,0,0
22500,0.33,30504,0,0,0,0
22600,0.30,30484,0,0,0,0
22700,0.30,30504,0,0,0,0
22800,0.30,30392,0,0,0,0
22900,0.27,30496,0,0,0,0
23000,0.29,30508,0,0,0,0
23100,0.30,30484,0,0,0,0
23200,0.29,30508,0,0,0,0
23300,0.28,30508,0,0,0,0
23400,0.30,30504,0,0,0,0
23500,0.29,30504,0,0,0,0
23600,0.28,30512,0,0,0,0
23700,0.31,30408,0,0,0,0
23800,0.30,30496,0,0,0,0
23900,0.29,30504,0,0,0,0
24000,0.31,30496,0,0,0,0
24100,0.32,30504,0,0,0,0
24200,0.33,30488,0,0,0,0
24300,0.29,31488,0,0,0,0
24400,0.32,31488,0,0,0,0
24500,0.31,31484,0,0,0,0
24600,0.29,31420,0,0,0,0
24700,0.30,31456,0,0,0,0
24800,0.33,31480,0,0,0,0
24900,0.30,31452,0,0,0,0
25000,0.34,31476,0,0,0,0
25100,0.30,31492,0,0,0,0
25200,0.29,31492,0,0,0,0
25300,0.30,31484,0,0,0,0
25400,0.35,31500,0,0,0,0
25500,0.36,31488,0,0,0,0
25600,0.34,31464,0,0,0,0
25700,0.30,31368,0,0,0,0
25800,0.30,31388,0,0,0,0
25900,0.32,31376,0,0,0,0
26000,0.31,31508,0,0,0,0
26100,0.34,31464,0,0,0,0
26200,0.33,32428,0,0,0,0
26300,0.32,32448,0,0,0,0
26400,0.31,32408,0,0,0,0
26500,0.31,32432,0,0,0,0
26600,0.33,32292,0,0,0,0
26700,0.36,32412,0,0,0,0
26800,0.36,32372,0,0,0,0
26900,0.36,32424,0,0,0,0
27000,0.32,32304,0,0,0,0
27100,0.31,32432,0,0,0,0
27200,0.31,32428,0,0,0,0
27300,0.33,32436,0,0,0,0
27400,0.31,32408,0,0,0,0
27500,0.33,32420,0,0,0,0
27600,0.35,32432,0,0,0,0
27700,0.32,32336,0,0,0,0
27800,0.33,32424,0,0,0,0
27900,0.32,32428,0,0,0,0
28000,0.37,32420,0,0,0,0
28100,0.38,32424,0,0,0,0
28200,0.36,32416,0,0,0,0
28300,0.37,33232,0,0,0,0
28400,0.34,33268,0,0,0,0
28500,0.36,33160,0,0,0,0
28600,0.34,33280,0,0,0,0
28700,0.35,33268,0,0,0,0
28800,0.34,33188,0,0,0,0
28900,0.35,33292,0,0,0,0
29000,0.36,33264,0,0,0,0
29100,0.35,33288,0,0,0,0
29200,0.40,33244,0,0,0,0
29300,0.45,33256,0,0,0,0
29400,0.38,33268,0,0,0,0
29500,0.38,33176,0,0,0,0
29600,0.36,33140,0,0,0,0
29700,0.45,33248,0,0,0,0
29800,0.40,33328,0,0,0,0
29900,0.40,33220,0,0,0,0
