n,time,memory,collisions,hash_calls,table_get,table_insert
17700,0.22,2044,0,0,0,0
17800,0.22,2044,0,0,0,0
17900,0.22,2044,0,0,0,0
18000,0.22,2044,0,0,0,0
18100,0.22,2044,0,0,0,0
18200,0.23,2044,0,0,0,0
18300,0.22,2044,0,0,0,0
18400,0.22,2044,0,0,0,0
18500,0.23,2044,0,0,0,0
18600,0.23,2044,0,0,0,0
18700,0.23,2044,0,0,0,0
18800,0.23,2044,0,0,0,0
18900,0.23,2044,0,0,0,0
19000,0.23,2044,0,0,0,0
19100,0.23,2044,0,0,0,0
19200,0.23,2044,0,0,0,0
19300,0.23,2044,0,0,0,0
19400,0.23,2044,0,0,0,0
19500,0.24,2044,0,0,0,0
19600,0.23,2044,0,0,0,0
19700,0.24,2044,0,0,0,0
19800,0.24,2044,0,0,0,0
19900,0.24,2044,0,0,0,0
20000,0.24,2044,0,0,0,0
20100,0.27,2044,0,0,0,0
20200,0.24,2044,0,0,0,0
20300,0.24,2044,0,0,0,0
20400,0.25,2044,0,0,0,0
20500,0.25,2044,0,0,0,0
20600,0.25,2044,0,0,0,0
20700,0.25,2044,0,0,0,0
20800,0.25,2044,0,0,0,0
20900,0.25,2044,0,0,0,0
21000,0.25,2044,0,0,0,0
21100,0.25,2044,0,0,0,0
21200,0.26,2044,0,0,0,0
21300,0.26,2044,0,0,0,0
21400,0.26,2044,0,0,0,0
21500,0.26,2044,0,0,0,0
21600,0.26,2044,0,0,0,0
21700,0.26,2044,0,0,0,0
21800,0.26,2044,0,0,0,0
21900,0.26,2044,0,0,0,0
22000,0.27,2044,0,0,0,0
22100,0.27,2044,0,0,0,0
22200,0.27,2044,0,0,0,0
22300,0.27,2044,0,0,0,0
22400,0.27,2044,0,0,0,0
22500,0.27,2044,0,0,0,0
22600,0.27,2044,0,0,0,0
22700,0.27,2044,0,0,0,0
22800,0.27,2044,0,0,0,0
22900,0.28,2044,0,0,0,0
23000,0.28,2044,0,0,0,0
23100,0.28,2044,0,0,0,0
23200,0.28,2044,0,0,0,0
23300,0.29,2044,0,0,0,0
23400,0.29,2044,0,0,0,0
23500,0.29,2044,0,0,0,0
23600,0.29,2044,0,0,0,0
23700,0.29,2044,0,0,0,0
23800,0.29,2044,0,0,0,0
23900,0.29,2044,0,0,0,0
24000,0.29,2044,0,0,0,0
24100,0.29,2044,0,0,0,0
24200,0.29,2044,0,0,0,0
24300,0.29,2044,0,0,0,0
24400,0.29,2044,0,0,0,0
24500,0.29,2044,0,0,0,0
24600,0.31,2044,0,0,0,0
24700,0.30,2044,0,0,0,0
24800,0.30,2044,0,0,0,0
24900,0.30,2044,0,0,0,0
25000,0.30,2044,0,0,0,0
25100,0.31,2044,0,0,0,0
25200,0.30,2044,0,0,0,0
25300,0.30,2044,0,0,0,0
25400,0.30,2044,0,0,0,0
25500,0.31,2044,0,0,0,0
25600,0.31,2044,0,0,0,0
25700,0.31,2044,0,0,0,0
25800,0.31,2044,0,0,0,0
25900,0.31,2044,0,0,0,0
26000,0.32,2044,0,0,0,0
26100,0.32,2044,0,0,0,0
26200,0.31,2044,0,0,0,0
26300,0.32,2044,0,0,0,0
26400,0.32,2044,0,0,0,0
26500,0.32,2044,0,0,0,0
26600,0.32,2044,0,0,0,0
26700,0.32,2044,0,0,0,0
26800,0.32,2044,0,0,0,0
26900,0.33,2044,0,0,0,0
27000,0.33,2044,0,0,0,0
27100,0.33,2044,0,0,0,0
27200,0.33,2044,0,0,0,0
27300,0.33,2044,0,0,0,0
