n,time,fn
0,14,0
10,18,10
20,24,20
30,33,29
40,47,39
50,41,48
60,53,58
70,89,66
80,95,77
90,121,85
100,123,95
110,155,105
120,215,114
130,249,123
140,351,132
150,523,144
160,558,150
170,611,160
180,799,169
190,951,182
200,849,188
210,1098,195
220,1250,207
230,1254,222
240,1614,228
