n,time,r
1522,171654099,4304
1523,4817259834,4314
1524,7944186,4314
1525,157361884,4314
1526,7899043,4314
1527,15890614,4314
1528,2099032750,4314
1529,7861672,4314
1530,7992703,4314
1531,1037922236,4314
1532,8002125,4314
1533,7882070,4314
1534,491447238,4314
1535,1192695639,4314
1536,619754094,4314
1537,338692721,4314
1538,460863698,4314
1539,8012219,4314
1540,1791853018,4360
1541,219934197,4360
1542,1147472045,4360
1543,8022103,4377
1544,7994384,4377
1545,68998170,4377
1546,309845018,4377
1547,332581416,4377
1548,8011017,4377
1549,168187501,4377
1550,2390681094,4377
1551,16198117,4377
1552,8013971,4377
1553,8044723,4377
1554,1073266363,4377
1555,623155542,4377
1556,8021682,4377
1557,15653978,4377
1558,107429394,4377
1559,1086923945,4377
1560,8002506,4377
1561,329475605,4377
1562,8025076,4377
1563,1301344119,4377
1564,314425423,4377
1565,8097950,4377
1566,231043897,4377
1567,123952678,4377
1568,115632010,4377
1569,1884685730,4377
1570,85168398,4377
1571,268474224,4377
1572,16307845,4377
1573,131432029,4377
1574,16287948,4377
1575,2551048638,4490
1576,429905793,4490
1577,8143328,4490
1578,8095706,4490
1579,16388912,4490
1580,293959229,4490
1581,16291269,4490
1582,8151551,4490
1583,8082621,4490
1584,3119101319,4490
1585,895602213,4490
1586,16508687,4490
1587,8241519,4490
1588,216873115,4490
1589,8196963,4490
1590,8365365,4490
1591,8198074,4490
1592,412749088,4490
1593,874644766,4490
1594,8204754,4490
1595,46857061,4490
1596,1129934166,4490
1597,271349847,4490
1598,8147445,4490
1599,682823372,4490
1600,201924079,4490
1601,8195140,4490
1602,55004025,4490
1603,272018627,4490
1604,296974979,4490
1605,8228236,4490
1606,8154555,4490
1607,8169956,4490
1608,428511146,4490
1609,8225212,4490
1610,4586465482,4490
1611,211746137,4490
1612,359727870,4490
1613,16065535,4490
1614,919167176,4490
1615,8194679,4490
1616,1628197428,4521
1617,8242456,4521
1618,767843165,4521
1619,221784221,4521
1620,8310158,4521
1621,8287718,4521
1622,8208608,4521
1623,8299734,4521
1624,8237699,4521
1625,479553622,4521
1626,8277544,4521
1627,306319500,4521
1628,181739950,4521
1629,8349843,4521
1630,503861933,4521
1631,544307936,4521
1632,8302528,4521
1633,2484418347,4521
1634,260602166,4521
1635,8349713,4521
1636,8268822,4521
1637,269310843,4521
1638,8284083,4521
1639,8373906,4521
1640,31989244,4521
1641,16756715,4521
1642,198447718,4521
1643,4770263443,4521
1644,1499650853,4521
1645,8388377,4521
1646,16835884,4521
1647,8409966,4521
1648,151658610,4521
1649,286910678,4521
1650,16830947,4521
1651,1097808764,4521
1652,8352808,4521
1653,8380025,4521
1654,891859762,4521
1655,207832153,4521
1656,3524448892,4521
1657,8414262,4521
1658,32427336,4521
1659,408959169,4521
1660,8398482,4521
1661,266746253,4521
1662,8500445,4521
1663,8661587,4521
1664,8526233,4521
1665,833677200,4521
1666,8451903,4521
1667,8432928,4521
1668,8468725,4521
1669,665368663,4521
1670,2659832013,4622
1671,8631380,4622
1672,113540941,4622
1673,8526583,4622
1674,33393980,4622
1675,2593583275,4622
1676,24712015,4622
1677,89500096,4622
1678,8509112,4657
1679,8482085,4657
1680,8528609,4657
1681,8456380,4657
1682,299406633,4657
1683,113457915,4657
1684,8563287,4718
1685,129994546,4718
1686,1591748862,4718
1687,1791184198,4718
1688,1133278605,4718
1689,17177794,4718
1690,164233294,4718
1691,237391586,4718
1692,705899206,4718
1693,261886703,4718
1694,49457918,4718
1695,382998984,4718
1696,8567053,4718
1697,17169993,4718
1698,3001855668,4718
1699,428324659,4718
1700,3555220441,4718
1701,3815977780,4804
1702,42419207,4804
1703,8643808,4804
1704,1827155478,4804
1705,8654242,4804
1706,273566455,4804
1707,8588652,4804
1708,964923132,4804
1709,17466872,4804
1710,8668189,4804
1711,17459198,4804
1712,537792222,4804
1713,232374974,4804
1714,8669281,4804
1715,225679262,4804
1716,33748464,4804
1717,166741894,4804
1718,958892218,4804
1719,17612432,4804
1720,1626176790,4804
1721,8693767,4804
1722,3441172585,4804
1723,176597558,4804
1724,151750357,4804
1725,8770061,4804
1726,8877519,4804
1727,109432118,4804
1728,284506551,4804
1729,8721975,4804
1730,184779099,4804
1731,8738498,4804
1732,8729295,4804
1733,17189671,4804
1734,376485015,4804
1735,3028581524,4804
1736,260965916,4804
1737,8762400,4804
1738,688723605,4804
1739,8751826,4804
1740,767931658,4804
1741,916936048,4804
1742,8765165,4804
1743,387097921,4804
1744,134803019,4804
1745,310669131,4804
1746,904735298,4804
1747,8829142,4804
1748,67614127,4804
1749,8770031,4804
1750,294445580,4804
1751,8814872,4804
1752,260490683,4804
1753,8749513,4804
1754,824863704,4804
1755,838943717,4804
1756,152308644,4804
1757,8798961,4804
1758,8832838,4804
1759,135716575,4804
1760,17810904,4804
1761,398161867,4804
1762,8825388,4804
1763,8845695,4804
1764,17820578,4804
1765,51630896,4804
1766,8782889,4804
1767,5056896899,4804
1768,179216370,4804
1769,1474554129,4804
1770,8898318,4804
1771,8849533,4804
1772,5268363872,4804
1773,17984444,4804
1774,735947960,4804
1775,8980233,4804
1776,8930656,4804
1777,2747799815,4804
1778,3451471325,4804
1779,52144759,4804
1780,60807317,4804
1781,8997456,4804
1782,292431085,4804
1783,403898688,4804
1784,8955468,4804
1785,9005011,4804
1786,336475448,4804
1787,8941311,4804
1788,8986506,4804
1789,103845496,4804
1790,1937011603,4804
1791,104264791,4804
1792,9016800,4804
1793,164933557,4804
1794,243357380,4804
1795,478050254,4804
1796,1011564206,4804
1797,18350607,4804
1798,9057476,4804
1799,9055814,4804
1800,2462069912,4845
1801,9046731,4845
1802,965632418,4845
1803,225824327,4845
1804,9006877,4845
1805,9062403,4845
1806,655635021,4845
1807,9120042,4845
1808,9139228,4845
1809,606722122,4845
1810,157178732,4845
1811,513685763,4845
1812,61745366,4845
1813,27092609,4845
1814,382138861,4845
1815,9066138,4845
1816,1832689859,4845
1817,1827168025,4845
1818,18387077,4845
1819,9155601,4845
1820,18382531,4845
1821,9149133,4845
1822,9136485,4845
1823,9048234,4845
1824,9090983,4845
1825,18433641,4845
1826,9249130,4845
1827,18396379,4845
1828,1233220091,4845
1829,480623073,4845
1830,9084013,4845
1831,79044517,4845
1832,5677017157,4845
1833,423900023,4845
1834,230219422,4845
1835,555764092,4845
1836,1509146773,4845
1837,2317740240,4845
1838,9225428,4845
1839,71093722,4845
1840,9185262,4845
1841,9249160,4845
1842,194896835,4845
1843,370400608,4845
1844,9231075,4915
1845,9178794,4915
1846,9278920,4915
1847,681954336,4915
1848,9218398,4915
1849,6151292670,4915
1850,9279572,4915
1851,9309834,4915
1852,9306249,4915
1853,9292620,4915
1854,491115563,4915
1855,9295554,4915
1856,9322871,4915
1857,682604360,4915
1858,847021307,4915
1859,9253416,4915
1860,1106432635,4915
1861,9295334,4915
1862,71754291,4915
1863,160989193,4915
1864,610811095,4915
1865,36193545,4915
1866,9295003,4915
1867,9307010,4915
1868,4152452460,4915
1869,1187925238,4915
1870,9309593,4915
1871,9251694,4915
1872,134864835,4915
1873,9305647,4915
1874,152317967,4915
1875,333393353,4915
1876,9371048,4915
1877,2801513045,4915
1878,45709983,4915
1879,143967584,4915
1880,72522377,4915
1881,9364939,4915
1882,36477346,4915
1883,117788039,4915
1884,135215257,4915
1885,534848347,4915
1886,9405032,4994
1887,676705815,4994
1888,3726921211,4994
1889,9543290,4994
1890,1041972656,4994
1891,316384486,4994
1892,100736588,4994
1893,668697384,4994
1894,926461722,4994
1895,9499186,4994
1896,19011809,4994
1897,9371128,4994
1898,9363473,4994
1899,798586409,4994
1900,642722171,4994
1901,9390353,4994
1902,145449807,4994
1903,9411323,4994
1904,217668465,4994
1905,3069375186,4994
1906,1603636670,4994
1907,9451468,4994
1908,2620250342,4994
1909,9504201,4994
1910,119078964,4994
1911,184233469,4994
1912,993593932,4994
1913,129190861,4994
1914,9496941,4994
1915,1537809110,4994
1916,229071633,4994
1917,9477563,4994
1918,9580887,4994
1919,369245990,4994
1920,19332577,4994
1921,227216452,4994
1922,1857295347,4994
1923,1672799568,4994
1924,137891947,4994
1925,471261588,4994
1926,261445997,4994
1927,12838626,4994
1928,12710370,4994
1929,12727964,4994
1930,12770723,4994
1931,4423312945,4994
1932,3311161355,4994
1933,12907852,4994
1934,12819610,4994
1935,163110419,4994
1936,25875425,4994
1937,1867141439,4994
1938,237487777,4994
1939,12806362,4994
1940,726172889,4994
1941,639656525,4994
1942,12854318,4994
1943,2609048306,4994
1944,226428768,4994
1945,1193939470,4994
1946,12872293,4994
1947,277781433,4994
1948,38552740,4994
1949,478977950,4994
1950,25956587,4994
1951,12861178,4994
1952,12879743,4994
1953,825256845,4994
1954,12909113,4994
1955,2079685974,4994
1956,12873124,4994
1957,338983241,4994
1958,1109865336,4994
1959,12904046,4994
1960,12934839,4994
1961,12859024,4994
1962,1082307306,4994
1963,25544741,4994
1964,714202395,4994
1965,2831740756,4994
1966,1835762675,4994
1967,252316081,4994
1968,239341107,4994
1969,778974754,4994
1970,113681952,4994
1971,595709507,4994
1972,76039895,4994
1973,12955497,4994
1974,365930711,4994
1975,12963088,4994
1976,1420220936,4994
1977,442703504,4994
1978,879570700,4994
1979,2541042779,4994
1980,12991937,4994
1981,13030120,4994
1982,395093577,4994
1983,12968986,4994
1984,5029623801,4994
1985,241532790,4994
1986,8659057109,4994
1987,13157298,4994
1988,13097014,4994
1989,737979061,4994
1990,13110727,4994
1991,13058633,4994
1992,3121892743,4994
1993,4651816155,5008
1994,166548945,5008
1995,741734544,5008
1996,2166854696,5008
1997,409010039,5008
1998,1769911797,5008
1999,64376851,5008
2000,13106267,5008
