n,time,fn
0,21,0
10,17,9
20,40,20
30,80,30
40,181,39
50,395,49
60,821,57
70,1615,69
80,3288,78
90,7236,87
100,26654,98
110,61774,106
120,126927,116
130,205192,125
140,289025,135
150,446415,141
160,622404,155
170,802287,163
180,1018053,170
190,1445515,181
200,1905985,193
210,2340274,200
220,97055,210
230,669887,218
240,1371666,232
250,2164803,235
