n,time,fn
0,14,0
10,17,10
20,28,20
30,70,29
40,147,39
50,340,48
60,804,59
70,1624,68
80,3440,73
90,7034,88
100,23855,96
110,53504,104
120,119277,113
130,195248,125
140,289586,137
150,424898,141
160,608259,150
170,813079,160
180,1152977,173
190,1538604,184
200,1873679,191
210,2306047,199
220,85002,210
230,592633,216
240,1217475,225
250,1878790,240
