n,time,fn
0,15,0
10,18,9
20,28,20
30,73,28
40,147,37
50,360,50
60,806,59
70,1579,67
80,3119,77
90,7235,88
100,28441,95
110,57597,106
120,121869,114
130,195555,126
140,276443,135
150,421934,141
160,597374,153
170,785238,162
180,1000640,166
190,1382865,178
200,1823564,191
210,2357226,202
220,68274,209
230,580626,220
240,1221971,228
250,1864285,234
